Epoch	SMILES	Valid	Desired	ROCS_CCR2_SDF	ROCS_Model3-4_SQ	SA
2	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(Cl)c2)cc1	1.0	0	0.876	0.086	0.971
2	O=C(c1cnccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	0	0.878	0.071	0.973
2	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.106	0.97
2	COc1nccnc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1Cl	1.0	1	0.959	0.109	0.953
2	COc1ccccc1Cc1c(O)n2nc(CCc3ccccc3)nc2OC1B(-)ccc1Cl	0.0	0	0.0	0.0	0.0
2	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)n(C)c(=O)n2C	1.0	0	0.951	0.073	0.963
3	Nc1nn2c(O)c(Cc3cccc(Br)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.149	0.913
3	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cn1	1.0	0	0.936	0.085	0.974
3	Cc1noc(C)c1S(=O)(=O)NCc1ccc(C(=O)Nc2ccccc2)cc1	1.0	0	0.642	0.054	0.983
3	Oc1cc(CSc2cccc(F)c2F)nc2nc(C3CCCCC3)nn12	1.0	0	0.936	0.07	0.909
3	Cc1noc(C)c1S(=O)(=O)NCCC(=O)N1CCC(N(C)C)CC1	1.0	0	0.817	0.051	0.958
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(N)c(C3OC(CF)C(N)=O)c(O)cc3CCCNC2=O)cc1	1.0	0	0.005	0.005	0.059
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2c(F)cccc2)C3)cc1	1.0	0	0.862	0.089	0.957
3	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1OC	1.0	1	0.998	0.135	0.716
3	O=C(c1ccncc1)c1cc(F)ccc1O	1.0	0	0.914	0.046	0.986
3	Nc1nn2c(O)c(Cc3cccc(I)c3)c(CCCCN3C(=O)c4ccccc4C3=O)nc2n1	1.0	0	0.974	0.065	0.907
3	CC1CCN(C(=O)C(CCn2nccn2)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1	1.0	0	0.849	0.072	0.807
3	Nc1nn(Cc2ccccc2)c2c1cccc1[n+]2[O-]	0.0	0	0.0	0.0	0.0
3	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.944	0.083	0.963
3	O=C(O)c1c(Oc2ncccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	0	0.914	0.085	0.976
3	CC(=O)NCc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(F)cccc32)ccc1	1.0	0	0.757	0.054	0.943
3	O=C(O)c1c(Oc2ncccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2Cl)cccc1	1.0	1	0.94	0.113	0.965
3	Cc1ncc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	0	0.826	0.096	0.946
3	COc1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3ccccc3)cc2)cc1	1.0	0	0.667	0.037	0.991
3	O=S(=O)(NCCN1CCC(F)(F)C1)c1ccc(Cl)cc1	1.0	0	0.946	0.059	0.968
3	O=C(O)c1ccccc1Oc1c(F)cc(C(F)(F)F)cc1F	1.0	0	0.971	0.054	0.976
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(N)ccnn2)cc1	1.0	1	0.933	0.109	0.955
3	O=C(c1ccncn1)c1cc(F)c(F)cc1S(=O)(=O)Nc1c(F)cccc1F	1.0	1	0.912	0.118	0.943
3	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(C)c2)cc1	1.0	0	0.887	0.084	0.975
3	CCS(=O)(=O)NC(=O)c1ccc(Cn2nnc3c(Nc4ccc(Cl)cc4)cc(Cl)nc32)cc1	1.0	0	0.754	0.048	0.942
3	COc1c(NS(=O)(=O)c2c(Cl)c(Cl)ccc2)nccn1	1.0	1	0.953	0.107	0.968
3	COc1ccc(NC(=O)c2cnccn2)cc1Cl	1.0	0	0.929	0.049	0.987
3	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.575	0.07	0.974
3	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.106	0.97
3	Nc1nn2c(O)c(Cc3ccc(F)cc3)c(C3CC3)nc2n1	1.0	1	1.0	0.16	0.929
3	Cc1nnc(-c2cccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)c3ccncc3)c2)o1	1.0	0	0.802	0.098	0.963
3	Oc1cc(CSc2cccc(F)c2F)nc2nc(CCc3ccccc3)nn12	1.0	0	0.904	0.054	0.935
3	CNc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCCCC3)CC2)cc1	1.0	0	0.755	0.044	0.97
3	COc1ccc2c(c1)CCC(c1ccc(Cl)cc1)C2NC(=O)c1ccc(OC)cc1	1.0	0	0.864	0.066	0.916
3	CS(=O)(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)c(Oc2ccccc2C(=O)O)cc1	1.0	0	0.896	0.072	0.978
3	CC(C)(COc1ccc(C(=O)c2cc(F)ccc2C(=O)c2ccc(F)cc2)cc1	0.0	0	0.0	0.0	0.0
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2cnc(F)cc2)C3=O)cc1	1.0	0	0.826	0.096	0.938
3	O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccc(F)c(F)c1	1.0	0	0.881	0.061	0.988
3	COc1cccc2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)nn2Cc1cccc(Oc2ccccc2)c1	1.0	0	0.005	0.005	0.955
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(N)c(N3CCOCC3)cnn2)cc1	1.0	1	0.822	0.1	0.929
3	COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.867	0.086	0.97
3	Cc1nn(Cc2ccc(C(F)(F)F)cc2NS(=O)(=O)c2ccc(Cl)cc2Cl)cc1	1.0	1	0.985	0.112	0.956
3	CNc1cc(OC)c(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.968	0.093	0.987
3	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl[SH]([O-])(Cl)[O-])cc1	0.0	0	0.0	0.0	0.0
3	Nc1nn2c(O)c(Cc3ccc(Cl)c(Cl)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.166	0.915
3	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.954	0.086	0.98
3	COc1ccc(-c2cnc(NS(=O)(=O)c3cc(Cl)c(Cl)cc3)nc2)cc1	1.0	0	0.839	0.072	0.981
3	CNC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	0	0.631	0.047	0.967
3	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Br)c1	1.0	1	0.996	0.123	0.931
3	Cc1ncnc(C)c1C#Cc1ccc(Cc2nnc(O)cc2N)cc1	1.0	0	0.725	0.066	0.866
3	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccccc1	1.0	0	0.986	0.097	0.973
3	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)ccn1	1.0	0	0.865	0.067	0.972
3	O=S(=O)(Nc1cc(F)ccc1)(c1ccccc1)c1	0.0	0	0.0	0.0	0.0
3	COc1nn(CC(=O)O)c2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)ncc2	1.0	0	0.875	0.075	0.931
3	Nc1nn2c(O)c(Cc3cccc(C(F)(F)F)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.174	0.912
3	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(C)c2)cc1	1.0	0	0.887	0.084	0.975
3	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)n(CC(N)=O)c(O)n2	1.0	1	0.946	0.124	0.938
3	COc1nc(CO)c(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.962	0.105	0.962
3	COc1nc(Cl)cnc1NS(=O)(=O)c1cc(Cl)c(Cl)s1	1.0	1	0.964	0.102	0.908
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2c(F)ccc[n+]2[O-])C3C(Cl)()CCN2CCCCCCC2)cc1	0.0	0	0.0	0.0	0.0
3	COc1ccccc1C(=O)Oc1cc(C=Cc2ccccc2)ccc1CCn1nccn1	1.0	0	0.787	0.064	0.955
3	O=C(O)c1ccccc1Oc1ccc(F)cc1F	1.0	0	0.933	0.054	0.991
3	CC(=O)NCc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(C(C)O)cccc32)ccc1	1.0	0	0.857	0.098	0.844
3	CC(=O)C1=C(O)C(=O)N(c2cc(C(F)(F)F)ccc2)C1C1CCCCC1	1.0	0	0.999	0.097	0.902
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2cccc3c2C(=O)N(c2cnccc2)C3=O)cc1	1.0	0	0.813	0.091	0.965
3	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	0	1.0	0.093	0.929
3	CCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	0	0.999	0.09	0.913
3	O=C(Nc1ccc(S(=O)(=O)NCc2ccncc2)c2c1cccc2)c1ccccc1	1.0	0	0.564	0.055	0.982
3	CCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.158	0.935
3	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.946	0.07	0.98
3	O=S(=O)(Nc1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	0.0	0	0.0	0.0	0.0
3	CC(=O)c1c(C)[nH]c(C(=O)c2ccccc2)c1Cc1c(Br)c(Br)c(O)c((	0.0	0	0.0	0.0	0.0
3	Nc1nn2c(O)c(Cc3cccc(F)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.164	0.921
3	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2Cc2ccccc2)cc1	0.0	0	0.0	0.0	0.0
3	CCCCc1nc2nc(N)nn2c(O)c1Cc1cc(Br)cc(Br)c1	1.0	1	0.998	0.169	0.895
3	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1O	1.0	0	0.843	0.065	0.862
3	CC(=O)c1c(C)oc2c1cc(NS(=O)(=O)c1c(Cl)c(Cl)ccc1)c(O)c2=O	0.0	0	0.0	0.0	0.0
3	CCn1nc2ncnc(NS(=O)(=O)c3cc(Cl)c(Cl)cc3)c2c1	1.0	0	0.912	0.1	0.951
3	C=CCOc1c(Cl)cc(Cl)cc1COCCCCC(C)C	1.0	0	0.822	0.034	0.963
3	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	0	0.542	0.045	0.969
3	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.934	0.07	0.978
3	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(CO)ncn2)cc1	1.0	0	0.904	0.088	0.941
3	O=C(c1cnccc1)c1cc(F)ccc1	1.0	0	0.923	0.047	0.99
3	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)cc1	1.0	0	0.9	0.063	0.961
3	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(Cl)cc1	1.0	1	1.0	0.145	0.937
3	CC(c1nc2ncccc2c(-c2ccccc2)n1)N(CCP(=O)(O)O)CC[N+]([Si])(C)C	1.0	0	0.005	0.005	0.533
3	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2)C1C1CCCCC1	1.0	0	0.999	0.086	0.919
3	Cc1nc(-c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(F)(F)F)cc2)ccc1	1.0	0	0.824	0.079	0.976
3	O=C(O)c1ccccc1Oc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.97	0.104	0.977
3	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.147	0.929
3	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Br)c1	1.0	0	0.944	0.083	0.963
3	CCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.166	0.937
3	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.161	0.922
3	O=C(c1ccncn1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2)cc1	1.0	0	0.905	0.092	0.974
3	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1cc(Cl)ccc1	1.0	0	1.0	0.093	0.925
3	COc1ccc(Cl)cc1S(=O)(=O)NCCN1CCC(O)(c2ccc(Cl)cc2)CC1C	1.0	0	0.751	0.058	0.828
3	Cc1c(NS(=O)(=O)c2ccc(-c3ccc(F)cc3)cc2)ccc[n+]1[O-]	1.0	0	0.774	0.074	0.97
3	Cc1ncccc1C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1	1.0	0	0.936	0.084	0.973
3	CN(C)C(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.811	0.071	0.971
3	NC(=O)Cc1cc(Cl)ccc1NS(=O)(=O)c1ccc(N2CCOCC2)cc1	1.0	0	0.863	0.085	0.975
3	COc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cccc1O	1.0	0	0.811	0.099	0.933
4	CCCCCc1nn2ccccc2n1=O	1.0	0	0.925	0.05	0.83
4	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C3(C)CCc4ccccc43)cc2)ccc1	1.0	0	0.005	0.005	0.904
4	Cc1c(C(=O)c2cc(Cl)ccc2)C(c2ccccc2)ccc1[B]cc1O	0.0	0	0.0	0.0	0.0
4	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(F)c1Cl	1.0	0	0.953	0.092	0.945
4	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.989	0.103	0.951
4	CS(=O)(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.93	0.08	0.977
4	N#Cc1cccc(S(=O)(=O)N2C(=O)c3ccccc3C2(O)c2ccccc2)cc1	0.0	0	0.0	0.0	0.0
4	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(C(N)=O)ccn2)cc1	1.0	0	0.922	0.088	0.955
4	O=C(O)CCc1ccc(S(=O)(=O)Nc2ccc(C(=O)N3CCCCC3)cc2)cc1	1.0	0	0.575	0.067	0.985
4	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2cc(C(F)(F)F)c(Cl)cc2)ccc1	1.0	0	0.914	0.065	0.96
4	Cc1cccc2c1S(=O)(=O)c1cccc(C=NO)c1C2	1.0	0	0.841	0.054	0.865
4	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3N)c3ccccc23)CC1	1.0	0	0.524	0.056	0.965
4	Cn1nnnc1Cc1ccc(Cl)cc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.988	0.135	0.963
4	O=C(NS(=O)(=O)c1cc(Cl)ccc1)NS(=O)(=O)c1ccc(C#N)cc1	1.0	0	0.812	0.046	0.973
4	CC(C)(C)c1ccc(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)cc1	1.0	0	0.907	0.058	0.985
4	CCCn1c(O)nc2c1cc(OC)c2[c]1OC	0.0	0	0.0	0.0	0.0
4	COc1nc(F)c(F)cc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.971	0.124	0.955
4	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	0	0.999	0.095	0.91
4	COc1c(NS(=O)(=O)c2c(Cl)c(F)cc(NS(=O)(=O)c3ccccc3)c3ccccc23)ncnc1	0.0	0	0.0	0.0	0.0
4	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Br)cc1	1.0	0	0.951	0.09	0.981
4	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.575	0.07	0.974
4	O=C(O)c1ccccc1Oc1c(F)cccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.933	0.082	0.973
4	CC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3c(C)cccc3)c3c2cccc3)CC1	1.0	0	0.667	0.056	0.973
4	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(N)nccn2)cc1	1.0	0	0.932	0.088	0.966
4	Nc1nn2c(O)c(Cc3cccc(C(F)(F)F)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.174	0.912
4	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ncccc3)c3c2cccc3)CC1	1.0	0	0.538	0.06	0.965
4	COc1nccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	0	0.859	0.084	0.969
4	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.949	0.092	0.983
4	Cc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccnc1	1.0	0	0.853	0.098	0.943
4	N#Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1	1.0	0	0.913	0.076	0.989
4	COc1ccccc1Cc1c(O)n2nc(N)nc2nc1C1CC1	1.0	1	1.0	0.149	0.927
4	Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(CN(CCCCN)C(=O)c2cccc3ccccc23)cc2	0.0	0	0.0	0.0	0.0
4	CC(C)(C)OC(=O)c1ccc(CS(=O)(=O)Nc2ccc(Cl)cc2)cc1	1.0	0	0.707	0.056	0.984
4	COc1ccc(C(=O)Nc2cccc(OC)c2)cc1O	1.0	0	0.88	0.051	0.992
4	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)cc(Cl)c1	1.0	1	1.0	0.149	0.908
4	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)cc1	1.0	0	0.9	0.063	0.961
4	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)c3c2C(=O)N(c2ccncc2)C3=O)cc1	1.0	0	0.88	0.083	0.952
4	O=C(O)c1c(Oc2nccnc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.887	0.103	0.974
4	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1COC1	1.0	1	0.932	0.175	0.913
4	COc1ccc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1	1.0	0	0.907	0.076	0.992
4	COc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(=O)N(C)C)cc2)cc1	1.0	0	0.817	0.066	0.976
4	CN(C)c1ncnc(N2CCC(Oc3ccc(C(C)(C)C)cc3)CC2)n1	1.0	0	0.848	0.081	0.957
4	Cc1ccc(CC(=O)Nc2ccc(S(=O)(=O)NC3CCNCC3)cc2)cc1	1.0	0	0.606	0.044	0.981
4	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Br)cc(Br)c1	1.0	1	0.999	0.128	0.884
4	COc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1	1.0	0	0.729	0.059	0.991
4	COc1nc(Br)cnc1NS(=O)(=O)c1ccccc1	1.0	0	0.943	0.074	0.971
4	COc1ccc(NS(=O)(=O)c2ccc(N(C)C(=O)c3ccccc3)c3c2cccc3)cc1	1.0	0	0.846	0.083	0.979
4	COc1nc(Br)cnc1NS(=O)(=O)c1ccccc1[N+](=9	0.0	0	0.0	0.0	0.0
4	O=S1(=O)NC(Nc2ccc(Br)cc2)=Nc2c1cc(Cl)cc2O	1.0	0	0.912	0.056	0.876
4	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.99	0.102	0.963
4	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)cc1	1.0	0	0.9	0.063	0.961
4	O=C(O)c1c(-c2ccccc2)cccc1Oc1ccccc1	1.0	0	0.965	0.076	0.991
4	Cc1ncccc1Oc1nccc(O)c1C#N	1.0	0	0.92	0.056	0.94
4	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncn2)cc1	1.0	0	0.932	0.079	0.967
4	O=C(c1ncccn1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.953	0.093	0.974
4	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.949	0.092	0.983
4	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	0	0.999	0.095	0.91
4	COc1cc(Oc2ccc(C(=O)c3ccccc3)cc2)ccn1	1.0	0	0.842	0.07	0.987
4	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2cc(C(F)(F)F)c(Cl)cc2)ccc1	1.0	0	0.914	0.065	0.96
4	Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.982	0.115	0.964
4	COc1cccc(NC(=O)NC2CCN(c3c(C)cccc3)CC2)c1	1.0	0	0.68	0.042	0.987
4	O=S1(=O)NC(Nc2ccccc2Br)=Nc2c1cc(Cl)cc2O	1.0	0	0.899	0.056	0.858
4	CC(=O)C1=C(O)C(=O)N(c2ccc(C(F)(F)F)cc2)C1C1CCCCC1	1.0	1	0.999	0.1	0.907
4	CC(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(N)c[nH]n2)cc1	1.0	0	0.934	0.082	0.945
4	O=S1(=O)NC(Nc2ccccc2Br)=Nc2c1cc(Cl)cc2O	1.0	0	0.899	0.056	0.858
4	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)c(C(N)=O)ccn2)cc1	1.0	0	0.922	0.088	0.955
4	Nc1nn2c(O)c(Cc3ccccc3F)c(CCc3ccccc3)nc2n1	1.0	1	0.998	0.152	0.948
4	O=C(O)c1ccccc1Oc1ccc(C(F)(F)F)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.97	0.104	0.977
4	COc1nc(Br)cnc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1	1.0	0	0.941	0.1	0.948
4	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)c4ccccc4)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.005	0.972
4	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)s1	1.0	1	0.987	0.112	0.931
4	CC(O)(COc1nc(-c2ccc(Cl)cc2)cs1)c1ccccc1Cl	1.0	0	0.909	0.051	0.906
4	CN1C(=O)c2c(C1=O)c(NS(=O)(=O)c1ccccc1)ncc2Cl	1.0	0	0.92	0.084	0.962
4	COc1ccccc1Cc1c(O)n2nc(N)nc2nc1C1CC1	1.0	1	1.0	0.149	0.927
4	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.946	0.07	0.98
4	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccccc1Cl	1.0	0	1.0	0.095	0.953
4	Cc1ncccc1C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2)cc1	1.0	0	0.912	0.079	0.978
4	Cc1cccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	0	0.953	0.09	0.98
4	COc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cnc1	1.0	0	0.764	0.092	0.939
4	O=C(C1=C(O)C(=O)N(c2ccc(Br)cc2)C1c1ccccc1)c1ccccc1	1.0	1	0.997	0.152	0.958
4	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)cc1	1.0	0	0.938	0.076	0.982
4	Cc1nnc(Sc2ncccc2[N+](=O)[O-])nc1NS(=O)(=O)c1ccc(N(C)C)cc1	1.0	1	0.851	0.106	0.926
4	COc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	1.0	0	0.715	0.054	0.99
4	COCCOc1nn(C)c2[nH]nc(-c3cc(Cl)ccc3O)c12	1.0	0	0.886	0.066	0.907
4	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Br)c1	1.0	1	0.999	0.136	0.921
4	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.147	0.929
4	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1c(F)cccc1	1.0	0	0.751	0.056	0.969
4	CS(=O)(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1N	1.0	1	0.918	0.106	0.981
4	O=C(C1=C(O)C(=O)N(c2ccc(Br)cc2)C1c1cc(F)ccc1)c1cccc(Cl)c1	1.0	1	0.996	0.188	0.935
4	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1cc(Cl)ccc1	1.0	0	1.0	0.093	0.925
4	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)cc1	1.0	0	0.812	0.062	0.974
4	CNc1nc(NS(=O)(=O)c2ccc(Cl)cc2)c2c(n1)SCCC2	1.0	0	0.926	0.096	0.926
4	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)c(C(=O)c3ccccc3)c2)cc1	1.0	0	0.843	0.062	0.986
4	CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C#N)c(F)c2)cc1	1.0	0	0.839	0.052	0.978
4	COc1c(NS(=O)(=O)c2cc(C(F)(F)F)ccc2)cccc1#	0.0	0	0.0	0.0	0.0
