SMILES	Valid	Desired	CDPKit_ROCS_Aggregate_5refs_TanimotoCombo	SA	Total
O=Cc1ccc(Sc2ccc([N+](=O)[O-])c3cccnc23)cc1F	1.0	1.0	0.982	2.551	1.76649999666214
O=S(=O)(Nc1cc(Cl)c(Cl)cc1NS(=O)(=O)c1ccccc1)c1ccccc1	1.0	0.0	0.837	1.908	1.372500006198883
O=S(=O)(NCCO)c1ccccc1	1.0	0.0	0.819	1.64	1.2295000028610228
CCc1ccc(CNC(=O)c2ccc(Cl)cc2)cc1	1.0	0.0	0.868	1.406	1.1369999854564665
COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1N	1.0	1.0	0.923	1.753	1.3379999890327454
COc1ccc(NC(C)=O)cc1NS(=O)(=O)c1ccc(Cl)cc1F	1.0	1.0	0.938	1.955	1.4465000116825104
Fc1ccccc1Nc1ccc(Cl)cc1	1.0	1.0	0.931	1.401	1.165999997138977
O=C(NCc1cccnc1)c1cc(Cl)ccc1Cl	1.0	1.0	0.921	1.678	1.2995000019073486
O=C(Cc1ccc(Cl)c(Cl)c1)c1ccc(F)c(Cl)c1	1.0	1.0	1.114	1.817	1.465499981403351
Cc1ccc(O)cc1	1.0	0.0	0.509	1.258	0.8835000016689301
Fc1ccc(F)c(OC(c2ccccc2)c2ccccc2)c1Cl	1.0	1.0	0.987	2.056	1.5214999942779541
O=C(O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.966	1.81	1.388000010251999
O=C(c1cccn1Cc1ccc(Cl)c(Cl)c1)[N+](=O)[O-]	1.0	1.0	1.145	2.52	1.8324999904632568
CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	0.904	1.671	1.287499992132187
O=C(CCCOc1ccccc1OCc1ccccc1)c1ccccc1Cl	1.0	0.0	0.739	1.761	1.2500000112056733
O=C(Nc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1	1.0	0.0	0.8	1.522	1.1610000059604646
NC(=O)c1cccc2nc(COc3cccc(F)c3Cl)cn12	1.0	1.0	0.929	2.468	1.6985000100135803
O=S(=O)(NCCO)c1ccccc1Br	1.0	0.0	0.802	1.956	1.3789999930858612
O=S(=O)(O)c1ccc(Oc2ccc(Cl)cc2S(=O)(=O)c2ccccc2)cc1	1.0	0.0	0.88	2.039	1.4594999976158143
Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	1.0	0.0	0.702	1.691	1.1965000109672546
COc1ccc(Oc2ccc(NS(C)(=O)=O)cc2C(=O)c2ccncc2)cc1[Si](C)(C)C	1.0	0.0	0.0	2.6	1.3
COc1cc(C(=O)c2ccc(Cl)cc2C#N)ccc1O	1.0	0.0	0.849	2.065	1.4569999885559082
CCc1cccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	1.009	1.909	1.4589999718666076
CC(=O)c1cccc(S(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	1.012	1.693	1.3524999823570252
O=C(O)CCCN(C(=O)CCCc1ccccc1)c1ccc(Cl)cc1-c1ccc(Cl)c(F)c1	1.0	0.0	0.0	2.329	1.1645
CC(=O)NCCCCc1ccccc1	1.0	0.0	0.778	1.439	1.1084999985694886
Cc1ccc(C(=O)NC(=O)c2cccc(Cl)c2)cc1	1.0	0.0	0.83	1.529	1.1794999916553497
Cc1ccc(C(=O)c2ccc(Cl)cc2C(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	0.922	1.77	1.345999995470047
O=C(CCc1ccccc1)c1ccccc1O	1.0	0.0	0.801	1.54	1.1704999995231629
CCc1ccc(S(=O)(=O)Nc2ccccc2Cl)cc1	1.0	0.0	0.9	1.578	1.2389999880790712
COc1cccc(OCCCCCN2CCCCC2)c1	1.0	0.0	0.8	1.7	1.2500000059604646
O=C(CC(=O)c1ccccc1)NS(=O)(=O)c1ccc(Cl)c(Cl)c1Cl	1.0	1.0	0.944	2.264	1.6040000028610228
O=C(CCc1ccccc1)OCC(=O)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.907	1.717	1.3120000026226044
Cc1ccc(S(=O)(=O)c2ccc(C(=O)NCCCO)cc2)cc1	1.0	0.0	0.89	1.777	1.3334999928474427
Clc1ccc(Oc2ccccc2CN2CCCCC2)cc1	1.0	1.0	1.012	1.664	1.337999982357025
O=C(O)c1ccc(OCc2ccccc2)cc1	1.0	0.0	0.852	1.284	1.0679999990463256
Fc1ccc(CSc2ccc(Cl)cc2Nc2ccccc2)cc1	1.0	1.0	0.902	1.814	1.3580000050067902
O=C(Nc1ccccc1Cl)c1sccc1Sc1ccccn1	1.0	1.0	1.067	2.248	1.6575000157356263
O=C(O)c1cccc(Oc2ncc(Cl)cn2)n1	1.0	1.0	1.084	2.428	1.7559999957084655
O=S(=O)(NC1=NCCC1)c1ccc(Cl)cc1Cl	1.0	0.0	0.866	2.344	1.6049999983310699
CC(=O)Nc1ccc(S(=O)(=O)N2CCN(c3ccc(Cl)cc3)CC2)cc1	1.0	0.0	0.732	1.811	1.2714999966621399
Oc1ccc(-c2c(O)cc(O)cc2Br)c(Cl)c1	1.0	1.0	0.94	2.393	1.666499998807907
O=C(NNc1ccc(Cl)c(Cl)c1)Oc1ccc(Cl)cc1	1.0	1.0	1.031	1.98	1.505500009059906
O=C(Nc1ccccc1)c1cccnc1Oc1ccccc1	1.0	1.0	1.05	1.609	1.329499976158142
O=C(CCc1ccc(Cl)cc1)c1cc(Cl)ccc1O	1.0	0.0	0.858	1.755	1.3064999902248382
Cc1ccc(Cl)cc1Nc1ncc(Cl)cc1C(=O)NCCO	1.0	0.0	0.863	2.127	1.4949999878406524
NC(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)O)cc1	1.0	0.0	0.845	1.663	1.2540000143051149
O=S(=O)(NCCN1CCCC1)c1ccc(Cl)c(Cl)c1	1.0	1.0	1.031	1.897	1.4640000090599061
Cc1ccc(O)c(Cl)c1	1.0	0.0	0.604	1.609	1.1064999861717224
O=C(O)c1ccc(Sc2ccc(Cl)cc2)cc1	1.0	1.0	1.004	1.674	1.3389999742507934
O=C(Nc1ccc(F)cc1)c1ccc(Cl)c(Cl)c1	1.0	0.0	0.887	1.431	1.1590000121593476
Cc1ccccc1C(=O)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.907	1.58	1.2435000026226044
Cc1ccccc1NC(=O)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.934	1.429	1.1815000076293947
Clc1ccc(Cc2ccc(Cl)c3scnc23)cc1	1.0	1.0	1.021	2.256	1.6385000138282775
CCCCOc1cccc(C(=O)NCc2ccc(Cl)cc2)c1	1.0	0.0	0.845	1.582	1.2135000143051147
Nc1c(Oc2ccc(Cl)cc2)cccc1C(=O)O	1.0	1.0	1.144	1.763	1.4535000267028808
Cc1ccccc1S(=O)(=O)N1CCCC1c1ccccc1	1.0	1.0	1.057	2.261	1.6590000205039979
CCNS(=O)(=O)c1ccc(C)cc1C	1.0	0.0	0.781	1.822	1.301500009059906
O=C(COc1ccc(Cl)cc1Cl)NN=Cc1cccs1	1.0	0.0	0.88	2.102	1.4909999976158141
O=C(O)c1cccc(Oc2ncc(Cl)cc2O)c1F	1.0	1.0	1.116	2.447	1.7815000281333924
CCc1nnc(NS(=O)(=O)c2ccc(Br)cc2)s1	1.0	1.0	0.936	2.103	1.5194999947547914
CCCc1ncccc1Oc1cccc(Cl)c1Cl	1.0	1.0	0.966	2.125	1.545500010251999
Cc1ccc(C(=O)N(C)CC(O)c2ccccc2)cc1	1.0	1.0	0.911	2.16	1.5355000066757203
Cc1ccc(F)c(NS(=O)(=O)c2cccc(Cl)c2)c1Cl	1.0	0.0	0.872	2.062	1.4669999895095824
Cc1ccc(O)cc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1.0	0.948	1.845	1.3965000069141387
O=C(O)c1ccc(Cl)cc1Cl	1.0	0.0	0.707	1.506	1.106500008583069
Cc1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1	1.0	0.0	0.667	1.77	1.2184999978542328
O=S(=O)(c1ccc(Cl)c(Cl)c1)n1cccn1	1.0	1.0	0.967	2.295	1.6310000038146972
O=S(=O)(NCc1ccc(Cl)cc1)c1ccc(Cl)cc1O	1.0	1.0	0.916	1.938	1.4270000042915343
COc1cccc(CNC(=O)c2ccc(-c3ccc(Cl)cc3)o2)c1	1.0	0.0	0.73	1.798	1.2640000095367432
COc1ccc(Oc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	1.033	1.68	1.3564999961853026
Cc1ccc(SCc2ccc([N+](C)(C)C)cc2)cc1	1.0	0.0	0.856	2.246	1.5510000030994415
CC(=O)c1cccc(Oc2ccc(Cl)cc2N)c1	1.0	1.0	1.1	1.78	1.440000011920929
O=C(c1ccccc1Cl)N(Cc1ccccc1)c1cccc(F)c1	1.0	0.0	0.871	1.769	1.3199999959468842
Cc1ccccc1NS(=O)(=O)c1cccc(C(=O)O)c1	1.0	0.0	0.85	1.634	1.242000011920929
COc1ncc(Cl)cc1S(=O)(=O)c1ccc(Cl)cc1F	1.0	1.0	1.121	2.365	1.7430000257492066
Cc1ccccc1C(=O)Nc1ccc(Br)cc1C(=O)O	1.0	1.0	0.903	1.648	1.2754999985694884
COc1ncc(Cl)cc1S(=O)(=O)NC(=O)OC(C)(C)C	1.0	1.0	0.918	2.431	1.6744999914169312
COc1cccc(S(=O)(=O)N(C)C(=O)CCc2ccc(Cl)cc2)c1	1.0	0.0	0.833	2.081	1.4570000021457672
