SMILES	Valid	Desired	ROCS_CCR2	SA	Total
COc1ccc(S(=O)(=O)c2cccc(O)c2)cc1	1.0	0.0	0.885	1.735	1.3099999952316286
COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(NC(C)=O)cc1	1.0	1.0	0.901	1.74	1.320500011444092
O=c1cc(CN2CCCCC2)c2ccccc2o1	1.0	1.0	0.997	1.836	1.4164999895095827
Cc1ccc(C(=O)Nc2cccc(C(=O)c3ccccc3)c2)cc1	1.0	0.0	0.836	1.511	1.1735000126361848
Cc1ccc(S(=O)(=O)Nc2ccc(F)c(Cl)c2)cc1O	1.0	1.0	1.018	1.934	1.4760000033378602
O=c1ccccn1CCc1ccccn1	1.0	1.0	1.05	1.967	1.5084999761581421
COc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1.0	1.023	1.848	1.4355000009536742
CC(=O)c1cccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)c1	1.0	1.0	1.01	1.919	1.4644999952316284
CCOc1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1	1.0	1.0	0.92	1.619	1.2695000083446502
O=S(=O)(N=CCc1ccc(Cl)cc1)Nc1ccc(Cl)cc1	1.0	1.0	0.951	2.462	1.706499987602234
Cc1ccc(Cc2ccc(C#N)cc2)nc1	1.0	1.0	0.987	1.947	1.4669999942779541
Cc1cccc(NS(=O)(=O)c2cccc(C(=O)Nc3ccccc3)c2)c1	1.0	0.0	0.836	1.666	1.2510000126361847
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3ccc(Cl)cc3)cc2)cc1	1.0	0.0	0.732	1.648	1.1899999966621397
COc1cccc(Sc2c(O)ncnc2Nc2ccc(Cl)cc2)c1	1.0	1.0	1.025	2.421	1.722999988079071
CC(=O)c1ccc(NC(=O)c2ccccc2O)cc1	1.0	1.0	0.935	1.512	1.223500001192093
Cc1ccc(CNC(=O)c2ccccc2C)c(C)c1	1.0	1.0	0.915	1.573	1.244000010728836
Cc1ccc2cccc(Oc3cccc(Cl)c3)c2c1	1.0	1.0	0.981	1.678	1.3295000030994415
O=C(O)c1ccccc1Oc1ccc(F)cc1F	1.0	1.0	0.94	1.674	1.306999998807907
Cc1ccc(C(=O)c2cccc(C)c2O)cc1	1.0	1.0	1.016	1.638	1.3270000162124633
CCOc1ccc(C(=O)Nc2ccc(F)c(F)c2Cl)cc1	1.0	1.0	0.93	1.815	1.3725000035762787
NC(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)c2ccccc12	1.0	1.0	0.966	1.906	1.4360000102519987
O=C(NCc1ccc(Cl)cc1)c1ccccc1	1.0	1.0	0.977	1.258	1.1174999990463257
COc1ccc(OC)c(NS(=O)(=O)c2ccc(Cl)cc2)c1N	1.0	1.0	0.983	2.073	1.5279999902248382
COc1ccc(S(=O)(=O)c2ccc(O)c3ccccc23)cc1-n1ccc(Cl)c1	1.0	0.0	0.82	2.463	1.6414999964237214
c1ccc(CNc2ccc(Oc3ccccc3)nn2)cc1	1.0	0.0	0.875	1.812	1.3435000000000001
O=C(O)c1ccc(Cl)cc1Cl	1.0	0.0	0.738	1.506	1.1219999878406526
O=S(=O)(Nc1cc(Cl)ccc1Cn1cnnn1)c1cccc(Cl)c1Cl	1.0	1.0	1.19	2.462	1.8260000286102296
c1ccc(Cc2ccccc2-n2ccnc2)cc1	1.0	1.0	1.128	1.842	1.4850000104904175
c1ccc(CCNc2cc(-c3ccccc3)nc3nc(Cc4ccccc4)nn23)cc1	1.0	0.0	0.0	2.213	1.1065
Cc1ccc(C(=O)NCc2ccc(F)cc2)c[n+]1[O-]	1.0	1.0	0.97	2.2	1.5850000143051148
Cc1ccc(C(=O)c2cnc(Cl)c(C(=O)c3ccccc3)c2)cc1C	1.0	1.0	0.904	2.037	1.4704999921321869
Cc1ccc(C(=O)Nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)cc1	1.0	0.0	0.782	1.648	1.2150000026226042
Cc1cccc(CCC(=O)OCc2ccc(C(=O)c3ccccc3)cc2)c1C	1.0	0.0	0.81	1.892	1.3510000011920928
Nc1cc(Cl)ccc1S(=O)(=O)Nc1ccc(Cl)cc1	1.0	1.0	0.989	1.803	1.3960000112056732
CC1CN(c2ccc(F)c(NS(=O)(=O)c3ccc(Cl)cc3)c2)CC1O	1.0	1.0	0.985	2.949	1.9670000071525573
COc1ccc(S(=O)(=O)N2CCC(c3ccccc3)CC2)cc1	1.0	1.0	0.945	1.72	1.3324999964237212
O=C(O)c1ccc(F)cc1Oc1ccccc1	1.0	1.0	0.947	1.59	1.2685000133514404
CCOC(=O)c1cc(C#N)c(N2CCC(C)CC2)nc1N	1.0	1.0	0.976	2.408	1.6920000054836273
CC(=O)Nc1ccc(NC(=O)COc2ccc(C(C)=O)cc2)cc1	1.0	0.0	0.759	1.62	1.18950000166893
CC(=O)c1ccc(S(=O)(=O)Nc2ccc(C)cc2)cc1	1.0	1.0	0.916	1.56	1.2380000042915345
COc1cccc(C(=O)Cc2ccccc2)c1Oc1ccc(Cl)cc1Cl	1.0	1.0	1.009	1.93	1.4694999718666075
O=C(c1ccc(Cl)cc1)c1ccc(C(=O)c2cccnc2)cc1	1.0	1.0	0.905	1.737	1.3209999856948853
CC(C)C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1Cl	1.0	0.0	0.863	1.913	1.3879999878406526
O=C(Cc1ccc(F)cc1)N1CCCC1CO	1.0	1.0	1.003	2.276	1.6395000104904174
CC(=O)Nc1ccc(OS(=O)(=O)c2ccc(C)cc2)cc1	1.0	0.0	0.882	1.725	1.3035000145435334
CC(C)C(=O)c1ccc(C(=O)c2ccccc2)cc1	1.0	1.0	0.928	1.59	1.2589999866485595
Cc1ccc(C(=O)c2cc(Cl)cc(Cl)c2Oc2ccc(Cl)cc2)cc1	1.0	1.0	1.123	1.947	1.5350000128746033
Nc1ncnc2nc(Oc3cccc4ccccc34)cc(-c3ccccc3)c12	1.0	1.0	0.977	2.259	1.6179999990463256
CCOc1ccc(C(=O)N(C)CC)cc1	1.0	1.0	0.916	1.611	1.2635000042915343
Cc1cccc(COC(=O)N2CCC(C)CC2)c1	1.0	1.0	0.955	1.789	1.3719999916553496
CCNC(=O)C(=O)Nc1ccc(Cl)cc1Cl	1.0	0.0	0.811	1.812	1.3114999947547914
Cc1ccc(C(=O)Oc2ccc(Cl)cc2C)cc1	1.0	1.0	1.001	1.56	1.2805000233650208
Cc1ccc(C(=O)Cn2c(N)c(C#N)c(=O)n2Cc2ccccc2)cc1	1.0	1.0	0.943	2.508	1.7255000092983246
CC(=O)c1ccc(Nc2sc(C)c(C)c2C#N)cc1	1.0	1.0	0.929	2.15	1.5395000100135803
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	1.0	1.0	1.01	2.004	1.5069999952316284
COc1ccc(C(=O)N(C(C)=O)c2ccccc2)cc1	1.0	1.0	1.166	1.797	1.4815000042915343
Cc1ccc(C(=O)n2ccc3ccc(Cl)cc32)cc1	1.0	1.0	1.064	1.95	1.5070000052452088
O=C(COc1ccc(Cl)cc1)N1CCCCC1	1.0	1.0	1.011	1.559	1.2850000185966493
COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C)c1	1.0	1.0	1.145	1.806	1.4754999904632569
Cc1cccc(N(C(=O)c2nsc(Cl)c2Cl)S(=O)(=O)c2ccccc2)c1	1.0	1.0	1.177	2.528	1.8525000228881836
CC(=O)C(=O)N(C)c1cccc(O)c1C(C)S	1.0	0.0	0.858	3.424	2.140999990224838
O=C(c1cc(O)n(-c2ccc(Cl)cc2)c1)N(Cc1ccccc1)c1ccc(F)cc1	1.0	1.0	0.927	2.306	1.6164999930858612
COc1ccc(CCCc2ccccc2)cc1N	1.0	0.0	0.894	1.63	1.2619999969005584
CC(=O)c1ccc(N2C(=O)c3ccc(C(=O)O)cc3C2=O)cc1	1.0	0.0	0.89	1.872	1.3809999928474426
Cc1ccc(OCC(=O)c2ccc(C)cc2)cc1	1.0	1.0	1.037	1.424	1.2304999704360962
Cc1ccn(C)c(=O)c1	1.0	0.0	0.79	2.07	1.430000010728836
Cc1ccc(CS(=O)(=O)c2ccc(Cl)c(C)c2)cc1	1.0	1.0	1.069	1.781	1.4250000028610228
Cc1ccc(S(=O)(=O)CCC(=O)NCc2ccco2)cc1	1.0	0.0	0.865	1.948	1.4065000047683716
CC(=O)c1ccc(N2C(=O)c3ccccc3C2C(=O)c2ccc(F)cc2)cc1	1.0	1.0	1.041	2.56	1.8005000042915345
COc1cc(Cl)ccc1C(=O)Nc1ccc(Cl)cc1C	1.0	1.0	1.028	1.639	1.3334999985694886
CN1Cc2nc(N)nc(N)c2Nc2ccc(Cl)cc21	1.0	1.0	1.002	2.888	1.9449999871253967
CCC(NS(=O)(=O)c1ccc(Cl)cc1)c1cccc(C)c1	1.0	1.0	1.077	2.273	1.6750000109672547
O=S(=O)(c1ccc(Cl)cc1)C1CCCNC1	1.0	0.0	0.855	2.592	1.7235000095367432
CCOc1ccc(C2OC(Cc3ccccc3)C(C)C(=O)C2N)cc1Cl	1.0	1.0	0.988	3.593	2.2904999878406525
CC(C)CCN1CCCN(C)CC1	1.0	0.0	0.786	1.877	1.33150000667572
Cc1ccc(OCc2ccccc2)c(-c2ccccc2)c1NS(=O)(=O)c1ccc(NS(C)(=O)=O)cc1	1.0	0.0	0.0	2.251	1.1255
COc1ccc(Cl)c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	1.024	2.021	1.522500024318695
COc1nc(C)cc(Oc2cc(Cl)cc(Cl)c2)n1	1.0	1.0	1.064	2.301	1.6825000052452088
Cc1ccc(S(=O)(=O)NCc2ccccc2)cc1C	1.0	1.0	1.038	1.575	1.306499993801117
COc1ccc(CNC(=O)c2ccc(SC)cc2)cc1	1.0	1.0	0.935	1.576	1.255500001192093
CCCCC(=O)N1CCC(NC(=O)c2ccc(Cl)cc2)CC1	1.0	0.0	0.846	1.779	1.312500007867813
CC(=O)c1cnc(-c2ccccc2C(=O)c2ccccc2)cn1	1.0	1.0	1.0	2.078	1.539
CC(=O)N1CCN(C(=O)Cc2ccccc2)c2ccccc21	1.0	1.0	0.97	1.961	1.465500014305115
CCON=C(C)c1ccc(C(=O)Nc2cccc(Cl)c2)cc1	1.0	0.0	0.821	1.905	1.3629999899864198
CSc1ccc(Cl)c(C(=O)c2cc(C)cc(Cl)c2)c1	1.0	1.0	0.943	2.115	1.5290000092983247
O=C(NCCc1ccccc1)C1c2ccccc2Oc2ccccc21	1.0	1.0	0.961	1.96	1.4605000126361847
O=S(=O)(NCCc1ccccc1)c1ccc(Cl)cc1F	1.0	1.0	1.044	1.753	1.398500014781952
COc1ccccc1N1C(=O)c2ccccc2NC1c1cccc(C)c1	1.0	1.0	1.267	2.533	1.8999999799728393
O=S(=O)(Cc1ccccc1)Nc1ccc(Cl)cc1	1.0	1.0	0.938	1.594	1.2660000116825105
O=C(c1ccc(Cl)nc1)c1cc(Cl)ccc1Oc1ccc(Cl)cc1	1.0	1.0	1.072	1.982	1.5270000133514405
COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(C)cc1	1.0	1.0	1.174	1.624	1.3990000123977662
